date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:12:30	322/322	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:29%20GMT	https://hasa.botble.com/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/currency/switch/VND	(from https://hasa.botble.com/wishlist)
14:12:30	322/322	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:30%20GMT	https://hasa.botble.com/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/currency/switch/RUB	(from https://hasa.botble.com/wishlist)
14:12:31	322/322	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:30%20GMT	https://hasa.botble.com/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/currency/switch/USD	(from https://hasa.botble.com/wishlist)
14:12:31	322/322	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:31%20GMT	https://hasa.botble.com/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/currency/switch/EUR	(from https://hasa.botble.com/wishlist)
14:12:31	322/322	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:31%20GMT	https://hasa.botble.com/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/currency/switch/VND	(from https://hasa.botble.com/wishlist)
14:12:32	322/322	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:31%20GMT	https://hasa.botble.com/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/currency/switch/RUB	(from https://hasa.botble.com/wishlist)
14:12:32	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:32%20GMT	https://hasa.botble.com/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/currency/switch/USD	(from https://hasa.botble.com/compare)
14:12:33	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:32%20GMT	https://hasa.botble.com/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/currency/switch/EUR	(from https://hasa.botble.com/compare)
14:12:33	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:33%20GMT	https://hasa.botble.com/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/currency/switch/VND	(from https://hasa.botble.com/compare)
14:12:34	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:33%20GMT	https://hasa.botble.com/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/currency/switch/RUB	(from https://hasa.botble.com/compare)
14:12:34	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:34%20GMT	https://hasa.botble.com/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/currency/switch/USD	(from https://hasa.botble.com/compare)
14:12:35	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:34%20GMT	https://hasa.botble.com/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/currency/switch/EUR	(from https://hasa.botble.com/compare)
14:12:35	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:35%20GMT	https://hasa.botble.com/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/currency/switch/VND	(from https://hasa.botble.com/compare)
14:12:36	318/318	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:35%20GMT	https://hasa.botble.com/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/currency/switch/RUB	(from https://hasa.botble.com/compare)
14:12:37	2998/2998	---M--	200	added ('OK')	image/png	etag:%226344d596-bb6%22	https://cdn.botble.com/themes/september/plugins/mcustom-scrollbar/mCSB_buttons.png	D:/Demo-DACS2/cdn.botble.com/themes/september/plugins/mcustom-scrollbar/mCSB_buttons.png	(from https://cdn.botble.com/themes/september/plugins/mcustom-scrollbar/jquery.mCustomScrollbar.css)
14:12:37	389/389	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:37%20GMT	https://hasa.botble.com/en/product-categories/denim	D:/Demo-DACS2/hasa.botble.com/en/product-categories/denim	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:37	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.180.delayed	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:37	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.181.delayed	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:38	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:37%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:38	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:38%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:39	389/389	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:38%20GMT	https://hasa.botble.com/en/product-categories/denim	D:/Demo-DACS2/hasa.botble.com/en/product-categories/denim	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:39	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.185.delayed	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:39	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.186.delayed	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:39	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:39%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:40	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:39%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/denim)
14:12:40	389/389	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:39%20GMT	https://hasa.botble.com/en/product-categories/dress	D:/Demo-DACS2/hasa.botble.com/en/product-categories/dress	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:40	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.18a.delayed	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:40	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.18b.delayed	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:40	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:40%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:41	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:40%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:41	389/389	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:41%20GMT	https://hasa.botble.com/en/product-categories/dress	D:/Demo-DACS2/hasa.botble.com/en/product-categories/dress	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:41	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.18f.delayed	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:41	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.190.delayed	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:42	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:41%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:42	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:42%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/dress)
14:12:43	401/401	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:42%20GMT	https://hasa.botble.com/en/product-categories/backpack	D:/Demo-DACS2/hasa.botble.com/en/product-categories/backpack	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:43	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.194.delayed	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:43	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.195.delayed	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:43	410/410	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:43%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:44	410/410	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:43%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:44	401/401	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:43%20GMT	https://hasa.botble.com/en/product-categories/backpack	D:/Demo-DACS2/hasa.botble.com/en/product-categories/backpack	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:44	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.199.delayed	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:44	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.19a.delayed	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:44	410/410	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:44%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:45	410/410	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:44%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/backpack)
14:12:45	385/385	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:45%20GMT	https://hasa.botble.com/en/product-categories/bags	D:/Demo-DACS2/hasa.botble.com/en/product-categories/bags	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:45	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.19e.delayed	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:45	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.19f.delayed	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:46	394/394	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:45%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:46	394/394	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:46%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:47	385/385	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:46%20GMT	https://hasa.botble.com/en/product-categories/bags	D:/Demo-DACS2/hasa.botble.com/en/product-categories/bags	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:47	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1a3.delayed	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:47	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1a4.delayed	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:47	394/394	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:46%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:48	394/394	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:47%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/bags)
14:12:49	393/393	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:48%20GMT	https://hasa.botble.com/en/product-categories/wallet	D:/Demo-DACS2/hasa.botble.com/en/product-categories/wallet	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:49	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1a8.delayed	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:49	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1a9.delayed	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:49	402/402	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:49%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:50	402/402	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:49%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:50	393/393	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:49%20GMT	https://hasa.botble.com/en/product-categories/wallet	D:/Demo-DACS2/hasa.botble.com/en/product-categories/wallet	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:50	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1ad.delayed	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:50	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1ae.delayed	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:50	402/402	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:50%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:51	402/402	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:50%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/wallet)
14:12:51	381/381	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:51%20GMT	https://hasa.botble.com/en/product-categories/men	D:/Demo-DACS2/hasa.botble.com/en/product-categories/men	(from https://hasa.botble.com/vi/product-categories/men)
14:12:51	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1b2.delayed	(from https://hasa.botble.com/vi/product-categories/men)
14:12:51	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1b3.delayed	(from https://hasa.botble.com/vi/product-categories/men)
14:12:52	390/390	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:51%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/men)
14:12:52	390/390	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:52%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/men)
14:12:53	381/381	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:52%20GMT	https://hasa.botble.com/en/product-categories/men	D:/Demo-DACS2/hasa.botble.com/en/product-categories/men	(from https://hasa.botble.com/vi/product-categories/men)
14:12:53	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1b7.delayed	(from https://hasa.botble.com/vi/product-categories/men)
14:12:53	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1b8.delayed	(from https://hasa.botble.com/vi/product-categories/men)
14:12:53	390/390	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:52%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/men)
14:12:53	390/390	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:53%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/men)
14:12:54	413/413	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:53%20GMT	https://hasa.botble.com/en/product-categories/accessories	D:/Demo-DACS2/hasa.botble.com/en/product-categories/accessories	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:54	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1bc.delayed	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:54	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1bd.delayed	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:54	422/422	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:54%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:56	422/422	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:54%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:56	413/413	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:56%20GMT	https://hasa.botble.com/en/product-categories/accessories	D:/Demo-DACS2/hasa.botble.com/en/product-categories/accessories	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:56	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1c1.delayed	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:56	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1c2.delayed	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:57	422/422	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:56%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:57	422/422	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:57%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/accessories)
14:12:57	409/409	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:57%20GMT	https://hasa.botble.com/en/product-categories/men-wallet	D:/Demo-DACS2/hasa.botble.com/en/product-categories/men-wallet	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:57	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1c6.delayed	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:57	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1c7.delayed	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:58	418/418	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:57%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:58	418/418	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:58%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:59	409/409	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:58%20GMT	https://hasa.botble.com/en/product-categories/men-wallet	D:/Demo-DACS2/hasa.botble.com/en/product-categories/men-wallet	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:59	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1cb.delayed	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:59	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1cc.delayed	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:12:59	418/418	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:59%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:13:00	418/418	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:12:59%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/men-wallet)
14:13:00	389/389	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:00%20GMT	https://hasa.botble.com/en/product-categories/shoes	D:/Demo-DACS2/hasa.botble.com/en/product-categories/shoes	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:00	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1d0.delayed	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:00	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1d1.delayed	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:01	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:00%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:01	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:01%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:02	389/389	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:01%20GMT	https://hasa.botble.com/en/product-categories/shoes	D:/Demo-DACS2/hasa.botble.com/en/product-categories/shoes	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:02	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1d5.delayed	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:02	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1d6.delayed	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:02	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:01%20GMT	https://hasa.botble.com/vi/currency/switch/VND	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/VND	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:02	398/398	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:02%20GMT	https://hasa.botble.com/vi/currency/switch/RUB	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/RUB	(from https://hasa.botble.com/vi/product-categories/shoes)
14:13:03	369/369	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Oct%202022%2007:13:02%20GMT	https://hasa.botble.com/en/brands/fashion-live	D:/Demo-DACS2/hasa.botble.com/en/brands/fashion-live	(from https://hasa.botble.com/vi/brands/fashion-live)
14:13:03	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/USD	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/USD.1da.delayed	(from https://hasa.botble.com/vi/brands/fashion-live)
14:13:03	0/-1	---M--	302	error ('')			https://hasa.botble.com/vi/currency/switch/EUR	D:/Demo-DACS2/hasa.botble.com/vi/currency/switch/EUR.1db.delayed	(from https://hasa.botble.com/vi/brands/fashion-live)
